utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,1311.4,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,1312.43,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,1313.47,
0 %, 3 MiB, 24576 MiB,9.35 W,10.8,1314.5,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,1315.53,
0 %, 3 MiB, 24576 MiB,9.51 W,11.1,1316.57,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,1317.6,
0 %, 3 MiB, 24576 MiB,9.92 W,11.2,1318.64,
0 %, 3 MiB, 24576 MiB,9.80 W,11.0,1319.67,
0 %, 3 MiB, 24576 MiB,9.59 W,10.7,1320.71,
0 %, 3 MiB, 24576 MiB,9.61 W,11.8,1321.74,
0 %, 3 MiB, 24576 MiB,9.51 W,10.9,1322.77,
0 %, 3 MiB, 24576 MiB,8.99 W,11.1,1323.81,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,1324.84,
0 %, 3 MiB, 24576 MiB,9.27 W,11.2,1325.87,
0 %, 3 MiB, 24576 MiB,9.47 W,10.7,1326.91,
0 %, 3 MiB, 24576 MiB,9.41 W,10.9,1327.94,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,1328.98,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,1330.01,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,1331.05,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,1332.08,
0 %, 3 MiB, 24576 MiB,10.19 W,11.1,1333.11,
0 %, 3 MiB, 24576 MiB,10.42 W,11.3,1334.15,
0 %, 3 MiB, 24576 MiB,10.02 W,10.8,1335.18,
0 %, 3 MiB, 24576 MiB,9.75 W,11.4,1336.22,
0 %, 3 MiB, 24576 MiB,9.82 W,11.2,1337.25,
0 %, 3 MiB, 24576 MiB,10.00 W,11.3,1338.29,
0 %, 3 MiB, 24576 MiB,9.34 W,11.0,1339.32,
0 %, 3 MiB, 24576 MiB,9.44 W,11.2,1340.35,
0 %, 3 MiB, 24576 MiB,9.58 W,10.8,1341.39,
0 %, 3 MiB, 24576 MiB,10.21 W,10.9,1342.42,
0 %, 3 MiB, 24576 MiB,9.80 W,11.0,1343.46,
0 %, 3 MiB, 24576 MiB,10.10 W,11.0,1344.49,
0 %, 3 MiB, 24576 MiB,10.02 W,10.8,1345.52,
0 %, 3 MiB, 24576 MiB,10.06 W,10.9,1346.56,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,1347.59,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,1348.63,
0 %, 3 MiB, 24576 MiB,9.74 W,11.1,1349.66,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,1350.69,
0 %, 3 MiB, 24576 MiB,9.90 W,11.6,1351.73,
0 %, 3 MiB, 24576 MiB,10.31 W,10.7,1352.76,
0 %, 3 MiB, 24576 MiB,10.27 W,10.9,1353.79,
0 %, 3 MiB, 24576 MiB,10.18 W,11.0,1354.83,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,1355.86,
0 %, 3 MiB, 24576 MiB,10.14 W,10.6,1356.9,
0 %, 3 MiB, 24576 MiB,10.12 W,10.9,1357.93,
0 %, 3 MiB, 24576 MiB,9.75 W,10.9,1358.96,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,1360.0,
0 %, 3 MiB, 24576 MiB,9.67 W,10.9,1361.03,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,1362.07,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,1363.1,
0 %, 3 MiB, 24576 MiB,10.01 W,11.2,1364.13,
0 %, 3 MiB, 24576 MiB,10.28 W,10.8,1365.17,
0 %, 3 MiB, 24576 MiB,9.19 W,11.3,1366.2,
0 %, 3 MiB, 24576 MiB,9.72 W,11.2,1367.24,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,1368.28,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,1369.32,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,1370.35,
0 %, 3 MiB, 24576 MiB,9.72 W,11.1,1371.39,
0 %, 3 MiB, 24576 MiB,9.26 W,10.9,1372.43,
0 %, 3 MiB, 24576 MiB,9.34 W,11.0,1373.47,
0 %, 3 MiB, 24576 MiB,9.69 W,11.0,1374.5,
0 %, 3 MiB, 24576 MiB,10.68 W,10.7,1375.54,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,1376.58,
0 %, 3 MiB, 24576 MiB,9.67 W,10.7,1377.61,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,1378.65,
0 %, 3 MiB, 24576 MiB,9.95 W,11.5,1379.69,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,1380.72,
0 %, 3 MiB, 24576 MiB,9.97 W,11.6,1381.75,
0 %, 3 MiB, 24576 MiB,10.12 W,10.9,1382.79,
0 %, 3 MiB, 24576 MiB,10.00 W,10.8,1383.82,
0 %, 3 MiB, 24576 MiB,10.07 W,10.8,1384.85,
0 %, 3 MiB, 24576 MiB,9.79 W,11.1,1385.89,
0 %, 3 MiB, 24576 MiB,9.95 W,11.0,1386.92,
0 %, 3 MiB, 24576 MiB,10.41 W,10.9,1387.96,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,1388.99,
0 %, 3 MiB, 24576 MiB,9.69 W,10.9,1390.03,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,1391.06,
0 %, 3 MiB, 24576 MiB,9.50 W,10.9,1392.1,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,1393.13,
0 %, 3 MiB, 24576 MiB,10.06 W,11.2,1394.16,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,1395.2,
0 %, 3 MiB, 24576 MiB,9.58 W,11.4,1396.23,
0 %, 3 MiB, 24576 MiB,9.81 W,11.1,1397.26,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,1398.3,
0 %, 3 MiB, 24576 MiB,10.00 W,11.6,1399.33,
0 %, 3 MiB, 24576 MiB,9.85 W,11.1,1400.36,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,1401.4,
0 %, 3 MiB, 24576 MiB,9.83 W,10.6,1402.43,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,1403.46,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,1404.49,
0 %, 3 MiB, 24576 MiB,9.75 W,11.0,1405.53,
0 %, 3 MiB, 24576 MiB,9.83 W,10.9,1406.56,
0 %, 3 MiB, 24576 MiB,10.08 W,10.7,1407.6,
0 %, 3 MiB, 24576 MiB,9.75 W,11.0,1408.63,
0 %, 3 MiB, 24576 MiB,9.80 W,11.4,1409.66,
0 %, 3 MiB, 24576 MiB,9.63 W,10.9,1410.7,
0 %, 3 MiB, 24576 MiB,9.94 W,11.8,1411.73,
0 %, 3 MiB, 24576 MiB,10.02 W,10.7,1412.77,
0 %, 3 MiB, 24576 MiB,10.73 W,10.9,1413.8,
0 %, 3 MiB, 24576 MiB,10.34 W,10.9,1414.84,
0 %, 3 MiB, 24576 MiB,10.25 W,10.8,1415.87,
0 %, 3 MiB, 24576 MiB,10.35 W,11.0,1416.91,
0 %, 3 MiB, 24576 MiB,10.49 W,10.8,1417.95,
0 %, 3 MiB, 24576 MiB,10.78 W,10.9,1418.98,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,1420.02,
0 %, 3 MiB, 24576 MiB,10.26 W,10.8,1421.05,
0 %, 3 MiB, 24576 MiB,9.92 W,10.9,1422.09,
0 %, 3 MiB, 24576 MiB,9.93 W,10.8,1423.12,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,1424.16,
0 %, 3 MiB, 24576 MiB,9.98 W,11.4,1425.2,
0 %, 3 MiB, 24576 MiB,10.08 W,11.8,1426.23,
0 %, 3 MiB, 24576 MiB,9.95 W,11.0,1427.27,
0 %, 3 MiB, 24576 MiB,9.78 W,11.0,1428.3,
0 %, 3 MiB, 24576 MiB,10.34 W,11.0,1429.34,
0 %, 3 MiB, 24576 MiB,9.63 W,11.0,1430.38,
0 %, 3 MiB, 24576 MiB,10.03 W,11.1,1431.41,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,1432.45,
0 %, 3 MiB, 24576 MiB,10.08 W,11.1,1433.49,
0 %, 3 MiB, 24576 MiB,9.85 W,10.9,1434.53,
0 %, 3 MiB, 24576 MiB,9.58 W,10.9,1435.56,
0 %, 3 MiB, 24576 MiB,10.23 W,10.8,1436.6,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,1437.64,
0 %, 3 MiB, 24576 MiB,9.97 W,11.0,1438.67,
0 %, 3 MiB, 24576 MiB,10.29 W,11.0,1439.71,
0 %, 3 MiB, 24576 MiB,9.98 W,11.1,1440.74,
0 %, 3 MiB, 24576 MiB,9.54 W,11.7,1441.78,
0 %, 3 MiB, 24576 MiB,9.26 W,10.9,1442.82,
0 %, 3 MiB, 24576 MiB,9.43 W,10.7,1443.85,
0 %, 3 MiB, 24576 MiB,9.57 W,10.8,1444.89,
0 %, 3 MiB, 24576 MiB,9.52 W,10.6,1445.93,
0 %, 3 MiB, 24576 MiB,9.93 W,11.3,1446.96,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,1448.0,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,1449.03,
0 %, 3 MiB, 24576 MiB,9.95 W,10.8,1450.07,
0 %, 3 MiB, 24576 MiB,9.74 W,11.0,1451.11,
0 %, 3 MiB, 24576 MiB,9.89 W,10.8,1452.14,
0 %, 3 MiB, 24576 MiB,9.51 W,10.9,1453.18,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,1454.21,
0 %, 3 MiB, 24576 MiB,10.09 W,11.4,1455.25,
0 %, 3 MiB, 24576 MiB,10.12 W,11.8,1456.28,
0 %, 3 MiB, 24576 MiB,10.17 W,10.9,1457.32,
0 %, 3 MiB, 24576 MiB,10.03 W,11.4,1458.35,
0 %, 3 MiB, 24576 MiB,10.09 W,10.9,1459.39,
0 %, 3 MiB, 24576 MiB,10.19 W,11.1,1460.43,
0 %, 3 MiB, 24576 MiB,9.36 W,11.3,1461.46,
0 %, 3 MiB, 24576 MiB,9.79 W,11.3,1462.5,
0 %, 3 MiB, 24576 MiB,9.61 W,11.2,1463.54,
0 %, 3 MiB, 24576 MiB,9.60 W,10.8,1464.57,
0 %, 3 MiB, 24576 MiB,9.49 W,10.8,1465.61,
0 %, 3 MiB, 24576 MiB,9.70 W,10.8,1466.64,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,1467.68,
0 %, 3 MiB, 24576 MiB,9.38 W,11.0,1468.72,
0 %, 3 MiB, 24576 MiB,9.70 W,11.1,1469.75,
0 %, 3 MiB, 24576 MiB,10.03 W,11.2,1470.79,
0 %, 3 MiB, 24576 MiB,10.15 W,11.7,1471.82,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,1472.85,
0 %, 3 MiB, 24576 MiB,9.80 W,11.0,1473.89,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,1474.92,
0 %, 3 MiB, 24576 MiB,9.84 W,11.1,1475.95,
0 %, 3 MiB, 24576 MiB,10.41 W,11.3,1476.98,
0 %, 3 MiB, 24576 MiB,10.29 W,10.9,1478.02,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,1479.05,
0 %, 3 MiB, 24576 MiB,10.00 W,11.1,1480.08,
0 %, 3 MiB, 24576 MiB,9.74 W,10.7,1481.12,
0 %, 3 MiB, 24576 MiB,10.94 W,10.8,1482.15,
0 %, 3 MiB, 24576 MiB,10.26 W,11.0,1483.18,
0 %, 3 MiB, 24576 MiB,10.40 W,11.0,1484.22,
0 %, 3 MiB, 24576 MiB,10.25 W,10.9,1485.25,
0 %, 3 MiB, 24576 MiB,10.02 W,11.8,1486.28,
0 %, 3 MiB, 24576 MiB,10.07 W,11.1,1487.31,
0 %, 3 MiB, 24576 MiB,9.35 W,10.7,1488.35,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,1489.38,
0 %, 3 MiB, 24576 MiB,10.29 W,10.9,1490.41,
0 %, 3 MiB, 24576 MiB,10.03 W,10.8,1491.45,
0 %, 3 MiB, 24576 MiB,9.94 W,11.1,1492.48,
0 %, 3 MiB, 24576 MiB,9.89 W,10.7,1493.51,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,1494.55,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,1495.58,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,1496.61,
0 %, 3 MiB, 24576 MiB,9.55 W,10.8,1497.65,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,1498.68,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,1499.71,
0 %, 3 MiB, 24576 MiB,10.09 W,11.2,1500.75,
0 %, 3 MiB, 24576 MiB,9.94 W,11.8,1501.78,
0 %, 3 MiB, 24576 MiB,9.38 W,10.7,1502.81,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,1503.85,
0 %, 3 MiB, 24576 MiB,9.79 W,11.0,1504.88,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,1505.91,
0 %, 3 MiB, 24576 MiB,9.66 W,11.3,1506.95,
0 %, 3 MiB, 24576 MiB,9.64 W,10.8,1507.98,
0 %, 3 MiB, 24576 MiB,10.29 W,10.8,1509.02,
0 %, 3 MiB, 24576 MiB,10.39 W,10.9,1510.05,
0 %, 3 MiB, 24576 MiB,10.08 W,11.0,1511.08,
0 %, 3 MiB, 24576 MiB,9.40 W,10.8,1512.12,
0 %, 3 MiB, 24576 MiB,9.51 W,10.8,1513.15,
0 %, 3 MiB, 24576 MiB,10.08 W,10.9,1514.18,
0 %, 3 MiB, 24576 MiB,9.81 W,11.0,1515.22,
0 %, 3 MiB, 24576 MiB,10.66 W,11.8,1516.25,
0 %, 3 MiB, 24576 MiB,10.27 W,11.2,1517.28,
0 %, 3 MiB, 24576 MiB,10.69 W,12.1,1518.32,
0 %, 3 MiB, 24576 MiB,9.57 W,11.2,1519.35,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,1520.38,
0 %, 3 MiB, 24576 MiB,9.94 W,11.6,1521.42,
0 %, 3 MiB, 24576 MiB,10.34 W,11.2,1522.45,
0 %, 3 MiB, 24576 MiB,10.29 W,11.0,1523.48,
0 %, 3 MiB, 24576 MiB,10.81 W,11.0,1524.51,
0 %, 3 MiB, 24576 MiB,10.68 W,10.8,1525.55,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,1526.58,
0 %, 3 MiB, 24576 MiB,10.07 W,11.1,1527.61,
0 %, 3 MiB, 24576 MiB,9.86 W,10.7,1528.64,
0 %, 3 MiB, 24576 MiB,10.15 W,10.9,1529.68,
0 %, 3 MiB, 24576 MiB,10.09 W,10.9,1530.71,
0 %, 3 MiB, 24576 MiB,9.99 W,12.1,1531.74,
0 %, 3 MiB, 24576 MiB,10.20 W,10.9,1532.78,
0 %, 3 MiB, 24576 MiB,10.04 W,11.1,1533.81,
0 %, 3 MiB, 24576 MiB,10.18 W,11.0,1534.84,
0 %, 3 MiB, 24576 MiB,10.39 W,10.9,1535.88,
0 %, 3 MiB, 24576 MiB,10.54 W,10.9,1536.91,
0 %, 3 MiB, 24576 MiB,10.69 W,11.4,1537.94,
0 %, 3 MiB, 24576 MiB,10.85 W,11.0,1538.98,
0 %, 3 MiB, 24576 MiB,10.43 W,11.0,1540.01,
0 %, 3 MiB, 24576 MiB,10.55 W,11.0,1541.04,
0 %, 3 MiB, 24576 MiB,10.09 W,10.8,1542.08,
0 %, 3 MiB, 24576 MiB,10.35 W,10.9,1543.11,
0 %, 3 MiB, 24576 MiB,10.55 W,11.1,1544.14,
0 %, 3 MiB, 24576 MiB,10.40 W,10.9,1545.17,
0 %, 3 MiB, 24576 MiB,10.20 W,11.6,1546.2,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,1547.24,
0 %, 3 MiB, 24576 MiB,10.06 W,10.9,1548.27,
0 %, 3 MiB, 24576 MiB,9.91 W,10.8,1549.3,
0 %, 3 MiB, 24576 MiB,10.42 W,11.0,1550.34,
0 %, 3 MiB, 24576 MiB,10.05 W,10.9,1551.37,
0 %, 3 MiB, 24576 MiB,10.03 W,10.9,1552.4,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,1553.43,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,1554.47,
0 %, 3 MiB, 24576 MiB,10.00 W,11.1,1555.5,
0 %, 3 MiB, 24576 MiB,10.59 W,10.7,1556.54,
0 %, 3 MiB, 24576 MiB,10.27 W,11.1,1557.57,
0 %, 3 MiB, 24576 MiB,10.55 W,10.8,1558.6,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,1559.63,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,1560.67,
0 %, 3 MiB, 24576 MiB,9.76 W,12.4,1561.7,
0 %, 3 MiB, 24576 MiB,9.48 W,10.8,1562.73,
0 %, 3 MiB, 24576 MiB,9.95 W,11.0,1563.77,
0 %, 3 MiB, 24576 MiB,9.53 W,11.0,1564.8,
0 %, 3 MiB, 24576 MiB,10.15 W,10.8,1565.83,
0 %, 3 MiB, 24576 MiB,9.49 W,10.9,1566.87,
0 %, 3 MiB, 24576 MiB,9.47 W,11.2,1567.9,
0 %, 3 MiB, 24576 MiB,9.65 W,10.8,1568.93,
0 %, 3 MiB, 24576 MiB,9.44 W,11.1,1569.97,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,1571.0,
0 %, 3 MiB, 24576 MiB,10.09 W,11.1,1572.04,
0 %, 3 MiB, 24576 MiB,9.78 W,11.0,1573.07,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,1574.1,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,1575.14,
0 %, 3 MiB, 24576 MiB,10.35 W,11.4,1576.18,
0 %, 3 MiB, 24576 MiB,10.06 W,11.6,1577.21,
0 %, 3 MiB, 24576 MiB,9.91 W,11.6,1578.25,
0 %, 3 MiB, 24576 MiB,9.62 W,11.1,1579.28,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,1580.32,
0 %, 3 MiB, 24576 MiB,9.73 W,10.7,1581.36,
0 %, 3 MiB, 24576 MiB,10.33 W,10.9,1582.39,
0 %, 3 MiB, 24576 MiB,10.26 W,11.2,1583.42,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,1584.46,
0 %, 3 MiB, 24576 MiB,9.70 W,10.9,1585.49,
0 %, 3 MiB, 24576 MiB,9.71 W,11.0,1586.53,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,1587.56,
0 %, 3 MiB, 24576 MiB,10.09 W,10.9,1588.59,
0 %, 3 MiB, 24576 MiB,10.22 W,11.0,1589.63,
0 %, 3 MiB, 24576 MiB,10.20 W,10.8,1590.66,
0 %, 3 MiB, 24576 MiB,10.37 W,11.7,1591.69,
0 %, 3 MiB, 24576 MiB,9.72 W,11.1,1592.73,
0 %, 3 MiB, 24576 MiB,9.47 W,10.8,1593.76,
0 %, 3 MiB, 24576 MiB,9.52 W,10.8,1594.79,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,1595.83,
0 %, 3 MiB, 24576 MiB,9.60 W,10.9,1596.86,
0 %, 3 MiB, 24576 MiB,9.51 W,11.1,1597.89,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,1598.93,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,1599.96,
0 %, 3 MiB, 24576 MiB,9.73 W,11.0,1600.99,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,1602.02,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,1603.06,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,1604.09,
0 %, 3 MiB, 24576 MiB,9.54 W,11.0,1605.12,
0 %, 3 MiB, 24576 MiB,9.66 W,11.2,1606.16,
0 %, 3 MiB, 24576 MiB,9.59 W,12.0,1607.19,
0 %, 3 MiB, 24576 MiB,9.68 W,10.8,1608.22,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,1609.26,
0 %, 3 MiB, 24576 MiB,10.12 W,10.8,1610.29,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,1611.32,
0 %, 3 MiB, 24576 MiB,9.41 W,10.9,1612.36,
0 %, 3 MiB, 24576 MiB,9.55 W,11.2,1613.39,
0 %, 3 MiB, 24576 MiB,9.50 W,11.0,1614.42,
0 %, 3 MiB, 24576 MiB,9.54 W,10.8,1615.45,
0 %, 3 MiB, 24576 MiB,10.12 W,10.9,1616.49,
0 %, 3 MiB, 24576 MiB,9.86 W,11.1,1617.52,
0 %, 3 MiB, 24576 MiB,9.93 W,10.5,1618.55,
0 %, 3 MiB, 24576 MiB,9.53 W,11.2,1619.59,
0 %, 3 MiB, 24576 MiB,9.50 W,10.8,1620.62,
0 %, 3 MiB, 24576 MiB,9.27 W,11.7,1621.65,
0 %, 3 MiB, 24576 MiB,10.52 W,11.4,1622.69,
0 %, 3 MiB, 24576 MiB,10.24 W,10.9,1623.72,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,1624.75,
0 %, 3 MiB, 24576 MiB,9.47 W,11.0,1625.79,
0 %, 3 MiB, 24576 MiB,9.06 W,10.8,1626.82,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,1627.85,
0 %, 3 MiB, 24576 MiB,9.52 W,11.1,1628.89,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,1629.92,
0 %, 3 MiB, 24576 MiB,9.86 W,10.7,1630.95,
0 %, 3 MiB, 24576 MiB,9.59 W,10.8,1631.98,
0 %, 3 MiB, 24576 MiB,9.46 W,10.9,1633.02,
0 %, 3 MiB, 24576 MiB,9.60 W,11.0,1634.05,
0 %, 3 MiB, 24576 MiB,9.58 W,11.1,1635.09,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,1636.12,
0 %, 3 MiB, 24576 MiB,9.74 W,11.4,1637.15,
0 %, 3 MiB, 24576 MiB,9.99 W,11.2,1638.19,
0 %, 3 MiB, 24576 MiB,9.82 W,11.6,1639.22,
0 %, 3 MiB, 24576 MiB,9.61 W,11.0,1640.25,
0 %, 3 MiB, 24576 MiB,9.54 W,10.9,1641.29,
0 %, 3 MiB, 24576 MiB,9.62 W,10.8,1642.32,
0 %, 3 MiB, 24576 MiB,10.22 W,11.0,1643.36,
0 %, 3 MiB, 24576 MiB,9.64 W,11.1,1644.39,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,1645.42,
0 %, 3 MiB, 24576 MiB,9.25 W,10.8,1646.46,
0 %, 3 MiB, 24576 MiB,9.51 W,10.8,1647.49,
0 %, 3 MiB, 24576 MiB,9.33 W,10.7,1648.53,
0 %, 3 MiB, 24576 MiB,9.62 W,10.7,1649.56,
0 %, 3 MiB, 24576 MiB,9.88 W,10.9,1650.59,
0 %, 3 MiB, 24576 MiB,9.41 W,11.8,1651.63,
0 %, 3 MiB, 24576 MiB,9.27 W,11.6,1652.66,
0 %, 3 MiB, 24576 MiB,9.51 W,10.9,1653.69,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,1654.73,
0 %, 3 MiB, 24576 MiB,9.52 W,10.9,1655.76,
0 %, 3 MiB, 24576 MiB,9.82 W,10.6,1656.79,
0 %, 3 MiB, 24576 MiB,10.25 W,11.0,1657.83,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,1658.86,
0 %, 3 MiB, 24576 MiB,9.46 W,10.7,1659.89,
0 %, 3 MiB, 24576 MiB,9.81 W,10.7,1660.93,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,1661.96,
0 %, 3 MiB, 24576 MiB,10.11 W,10.8,1662.99,
0 %, 3 MiB, 24576 MiB,10.00 W,10.8,1664.02,
0 %, 3 MiB, 24576 MiB,9.83 W,10.7,1665.06,
0 %, 3 MiB, 24576 MiB,9.75 W,10.7,1666.09,
0 %, 3 MiB, 24576 MiB,9.40 W,11.4,1667.12,
0 %, 3 MiB, 24576 MiB,9.43 W,11.2,1668.16,
0 %, 3 MiB, 24576 MiB,10.17 W,10.9,1669.19,
0 %, 3 MiB, 24576 MiB,9.96 W,11.0,1670.22,
0 %, 3 MiB, 24576 MiB,10.21 W,10.8,1671.26,
0 %, 3 MiB, 24576 MiB,10.33 W,10.9,1672.29,
0 %, 3 MiB, 24576 MiB,9.83 W,10.9,1673.32,
0 %, 3 MiB, 24576 MiB,9.84 W,11.1,1674.36,
0 %, 3 MiB, 24576 MiB,10.10 W,11.1,1675.39,
0 %, 3 MiB, 24576 MiB,10.06 W,10.8,1676.42,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,1677.45,
0 %, 3 MiB, 24576 MiB,9.91 W,11.1,1678.49,
0 %, 3 MiB, 24576 MiB,9.70 W,10.8,1679.52,
0 %, 3 MiB, 24576 MiB,9.22 W,10.9,1680.55,
0 %, 3 MiB, 24576 MiB,9.26 W,11.7,1681.59,
0 %, 3 MiB, 24576 MiB,10.30 W,11.0,1682.62,
0 %, 3 MiB, 24576 MiB,10.07 W,11.4,1683.65,
0 %, 3 MiB, 24576 MiB,10.23 W,11.0,1684.69,
0 %, 3 MiB, 24576 MiB,10.35 W,11.1,1685.72,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,1686.75,
0 %, 3 MiB, 24576 MiB,9.82 W,10.7,1687.79,
0 %, 3 MiB, 24576 MiB,9.54 W,11.1,1688.82,
0 %, 3 MiB, 24576 MiB,10.35 W,11.0,1689.85,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,1690.89,
0 %, 3 MiB, 24576 MiB,10.48 W,10.8,1691.92,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,1692.95,
0 %, 3 MiB, 24576 MiB,10.25 W,10.8,1693.99,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,1695.02,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,1696.05,
0 %, 3 MiB, 24576 MiB,10.04 W,11.7,1697.09,
0 %, 3 MiB, 24576 MiB,9.81 W,11.6,1698.12,
0 %, 3 MiB, 24576 MiB,9.90 W,11.2,1699.15,
0 %, 3 MiB, 24576 MiB,9.29 W,10.8,1700.19,
0 %, 3 MiB, 24576 MiB,9.72 W,10.6,1701.22,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,1702.25,
0 %, 3 MiB, 24576 MiB,9.74 W,10.6,1703.29,
0 %, 3 MiB, 24576 MiB,9.48 W,11.1,1704.32,
0 %, 3 MiB, 24576 MiB,9.54 W,10.8,1705.35,
0 %, 3 MiB, 24576 MiB,9.53 W,11.2,1706.38,
0 %, 3 MiB, 24576 MiB,9.16 W,10.9,1707.42,
0 %, 3 MiB, 24576 MiB,9.19 W,11.0,1708.45,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,1709.48,
0 %, 3 MiB, 24576 MiB,9.69 W,10.8,1710.52,
0 %, 3 MiB, 24576 MiB,10.15 W,11.7,1711.55,
0 %, 3 MiB, 24576 MiB,9.83 W,10.8,1712.58,
0 %, 3 MiB, 24576 MiB,9.82 W,11.2,1713.62,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,1714.65,
0 %, 3 MiB, 24576 MiB,9.51 W,11.0,1715.68,
0 %, 3 MiB, 24576 MiB,10.34 W,11.0,1716.72,
0 %, 3 MiB, 24576 MiB,10.53 W,11.0,1717.75,
0 %, 3 MiB, 24576 MiB,10.52 W,10.9,1718.78,
0 %, 3 MiB, 24576 MiB,9.91 W,11.1,1719.82,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,1720.85,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,1721.88,
0 %, 3 MiB, 24576 MiB,9.73 W,10.7,1722.92,
